Feyenoord , Sparta Prague,group,"De Kuip, Rotterdam",0,2,2001-10-17 20:45:00+02:00
Spartak Moscow , Sparta Prague,group,"Luzhniki Stadium, Moscow",2,2,2001-10-23 18:00:00+02:00
Bayern Munich , Feyenoord,group,"Olympic Stadium, Munich",3,1,2001-10-23 20:45:00+02:00
Sparta Prague , Bayern Munich,group,"AXA Arena, Prague",0,1,2001-10-31 20:45:00+01:00
Feyenoord , Spartak Moscow,group,"De Kuip, Rotterdam",2,1,2001-10-31 20:45:00+01:00
Auxerre , PSV Eindhoven,group,"Stade l'Abbé-Deschamps, Auxerre",0,0,2002-09-17 20:45:00+02:00
Arsenal , Borussia Dortmund,group,"Highbury, London",2,0,2002-09-17 20:45:00+02:00
Borussia Dortmund , Auxerre,group,"Westfalenstadion, Dortmund",2,1,2002-09-25 20:45:00+02:00
PSV Eindhoven , Arsenal,group,"Philips Stadion, Eindhoven",0,4,2002-09-25 20:45:00+02:00
PSV Eindhoven , Borussia Dortmund,group,"Philips Stadion, Eindhoven",1,3,2002-10-02 20:45:00+02:00
Auxerre , Arsenal,group,"Stade l'Abbé-Deschamps, Auxerre",0,1,2002-10-02 20:45:00+02:00
Borussia Dortmund , PSV Eindhoven,group,"Westfalenstadion, Dortmund",1,1,2002-10-22 20:45:00+02:00
Arsenal , Auxerre,group,"Highbury, London",1,2,2002-10-22 20:45:00+02:00
PSV Eindhoven , Auxerre,group,"Philips Stadion, Eindhoven",3,0,2002-10-30 20:45:00+01:00
Borussia Dortmund , Arsenal,group,"Westfalenstadion, Dortmund",2,1,2002-10-30 20:45:00+01:00
Auxerre , Borussia Dortmund,group,"Stade l'Abbé-Deschamps, Auxerre",1,0,2002-11-12 20:45:00+01:00
Arsenal , PSV Eindhoven,group,"Highbury, London",0,0,2002-11-12 20:45:00+01:00
Valencia , Liverpool,group,"Mestalla, Valencia",2,0,2002-09-17 20:45:00+02:00
Basel , Spartak Moscow,group,"St. Jakob-Park, Basel",2,0,2002-09-17 20:45:00+02:00
Spartak Moscow , Valencia,group,"Dynamo Stadium, Moscow",0,3,2002-09-25 20:45:00+02:00
Liverpool , Basel,group,"Anfield, Liverpool",1,1,2002-09-25 20:45:00+02:00
Liverpool , Spartak Moscow,group,"Anfield, Liverpool",5,0,2002-10-02 20:45:00+02:00
Valencia , Basel,group,"Mestalla, Valencia",6,2,2002-10-02 20:45:00+02:00
Spartak Moscow , Liverpool,group,"Dynamo Stadium, Moscow",1,3,2002-10-22 20:45:00+02:00
Basel , Valencia,group,"St. Jakob-Park, Basel",2,2,2002-10-22 20:45:00+02:00
Liverpool , Valencia,group,"Anfield, Liverpool",0,1,2002-10-30 20:45:00+01:00
Spartak Moscow , Basel,group,"Dynamo Stadium, Moscow",0,2,2002-11-05 18:00:00+01:00
Valencia , Spartak Moscow,group,"Mestalla, Valencia",3,0,2002-11-12 20:45:00+01:00
Basel , Liverpool,group,"St. Jakob-Park, Basel",3,3,2002-11-12 20:45:00+01:00
Genk , AEK Athens,group,"Cristal Arena, Genk",0,0,2002-09-17 20:45:00+02:00
Roma , Real Madrid,group,"Stadio Olimpico, Rome",0,3,2002-09-17 20:45:00+02:00
Real Madrid , Genk,group,"Santiago Bernabéu, Madrid",6,0,2002-09-25 20:45:00+02:00
AEK Athens , Roma,group,"Nikos Goumas Stadium, Athens",0,0,2002-09-25 20:45:00+02:00
AEK Athens , Real Madrid,group,"Nikos Goumas Stadium, Athens",3,3,2002-10-02 20:45:00+02:00
Genk , Roma,group,"Cristal Arena, Genk",0,1,2002-10-02 20:45:00+02:00
Real Madrid , AEK Athens,group,"Santiago Bernabéu, Madrid",2,2,2002-10-22 20:45:00+02:00
Roma , Genk,group,"Stadio Olimpico, Rome",0,0,2002-10-22 20:45:00+02:00
AEK Athens , Genk,group,"Nikos Goumas Stadium, Athens",1,1,2002-10-30 20:45:00+01:00
Real Madrid , Roma,group,"Santiago Bernabéu, Madrid",0,1,2002-10-30 20:45:00+01:00
Genk , Real Madrid,group,"Cristal Arena, Genk",1,1,2002-11-12 20:45:00+01:00
Roma , AEK Athens,group,"Stadio Olimpico, Rome",1,1,2002-11-12 20:45:00+01:00
Rosenborg , Internazionale,group,"Lerkendal Stadion, Trondheim",2,2,2002-09-17 20:45:00+02:00
Ajax , Lyon,group,"Amsterdam Arena, Amsterdam",2,1,2002-09-17 20:45:00+02:00
Lyon , Rosenborg,group,"Stade de Gerland, Lyon",5,0,2002-09-25 20:45:00+02:00
Internazionale , Ajax,group,"San Siro, Milan",1,0,2002-09-25 20:45:00+02:00
Internazionale , Lyon,group,"San Siro, Milan",1,2,2002-10-02 20:45:00+02:00
Rosenborg , Ajax,group,"Lerkendal Stadion, Trondheim",0,0,2002-10-02 20:45:00+02:00
Lyon , Internazionale,group,"Stade de Gerland, Lyon",3,3,2002-10-22 20:45:00+02:00
Ajax , Rosenborg,group,"Amsterdam Arena, Amsterdam",1,1,2002-10-22 20:45:00+02:00
Internazionale , Rosenborg,group,"San Siro, Milan",3,0,2002-10-30 20:45:00+01:00
Lyon , Ajax,group,"Stade de Gerland, Lyon",0,2,2002-10-30 20:45:00+01:00
Rosenborg , Lyon,group,"Lerkendal Stadion, Trondheim",1,1,2002-11-12 20:45:00+01:00
Ajax , Internazionale,group,"Amsterdam Arena, Amsterdam",1,2,2002-11-12 20:45:00+01:00
Feyenoord , Juventus,group,"De Kuip, Rotterdam",1,1,2002-09-18 20:45:00+02:00
Dynamo Kyiv , Newcastle United,group,"Olimpiyskiy NSC, Kyiv",2,0,2002-09-18 20:45:00+02:00
Newcastle United , Feyenoord,group,"St James' Park, Newcastle",0,1,2002-09-24 20:45:00+02:00
Juventus , Dynamo Kyiv,group,"Stadio delle Alpi, Turin",5,0,2002-09-24 20:45:00+02:00
Juventus , Newcastle United,group,"Stadio delle Alpi, Turin",2,0,2002-10-01 20:45:00+02:00
Feyenoord , Dynamo Kyiv,group,"De Kuip, Rotterdam",0,0,2002-10-01 20:45:00+02:00
Newcastle United , Juventus,group,"St James' Park, Newcastle",1,0,2002-10-23 20:45:00+02:00
Dynamo Kyiv , Feyenoord,group,"Olimpiyskiy NSC, Kyiv",2,0,2002-10-23 20:45:00+02:00
Juventus , Feyenoord,group,"Stadio delle Alpi, Turin",2,0,2002-10-29 20:45:00+01:00
Newcastle United , Dynamo Kyiv,group,"St James' Park, Newcastle",2,1,2002-10-29 20:45:00+01:00
Feyenoord , Newcastle United,group,"De Kuip, Rotterdam",2,3,2002-11-13 20:45:00+01:00
Dynamo Kyiv , Juventus,group,"Olimpiyskiy NSC, Kyiv",1,2,2002-11-13 20:45:00+01:00
Manchester United , Maccabi Haifa,group,"Old Trafford, Manchester",5,2,2002-09-18 20:45:00+02:00
Olympiacos , Bayer Leverkusen,group,"Georgios Kamaras Stadium, Athens",6,2,2002-09-18 20:45:00+02:00
Bayer Leverkusen , Manchester United,group,"BayArena, Leverkusen",1,2,2002-09-24 20:45:00+02:00
Maccabi Haifa , Olympiacos,group,"GSP Stadium, Nicosia1",3,0,2002-09-24 20:45:00+02:00
Maccabi Haifa , Bayer Leverkusen,group,"GSP Stadium, Nicosia1",0,2,2002-10-01 20:45:00+02:00
Manchester United , Olympiacos,group,"Old Trafford, Manchester",4,0,2002-10-01 20:45:00+02:00
Bayer Leverkusen , Maccabi Haifa,group,"BayArena, Leverkusen",2,1,2002-10-23 20:45:00+02:00
Olympiacos , Manchester United,group,"Georgios Kamaras Stadium, Athens",2,3,2002-10-23 20:45:00+02:00
Maccabi Haifa , Manchester United,group,"GSP Stadium, Nicosia1",3,0,2002-10-29 20:45:00+01:00
Bayer Leverkusen , Olympiacos,group,"BayArena, Leverkusen",2,0,2002-10-29 20:45:00+01:00
Manchester United , Bayer Leverkusen,group,"Old Trafford, Manchester",2,0,2002-11-13 20:45:00+01:00
Olympiacos , Maccabi Haifa,group,"Georgios Kamaras Stadium, Athens",3,3,2002-11-13 20:45:00+01:00
Bayern Munich , Deportivo La Coruña,group,"Olympiastadion, Munich",2,3,2002-09-18 20:45:00+02:00
Milan , Lens,group,"San Siro, Milan",2,1,2002-09-18 20:45:00+02:00
Lens , Bayern Munich,group,"Stade Félix-Bollaert, Lens",1,1,2002-09-24 20:45:00+02:00
Deportivo La Coruña , Milan,group,"Estadio Riazor, A Coruña",0,4,2002-09-24 20:45:00+02:00
Deportivo La Coruña , Lens,group,"Estadio Riazor, A Coruña",3,1,2002-10-01 20:45:00+02:00
Bayern Munich , Milan,group,"Olympiastadion, Munich",1,2,2002-10-01 20:45:00+02:00
Lens , Deportivo La Coruña,group,"Stade Félix-Bollaert, Lens",3,1,2002-10-23 20:45:00+02:00
Milan , Bayern Munich,group,"San Siro, Milan",2,1,2002-10-23 20:45:00+02:00
Deportivo La Coruña , Bayern Munich,group,"Estadio Riazor, A Coruña",2,1,2002-10-29 20:45:00+01:00
Lens , Milan,group,"Stade Félix-Bollaert, Lens",2,1,2002-10-29 20:45:00+01:00
Bayern Munich , Lens,group,"Olympiastadion, Munich",3,3,2002-11-13 20:45:00+01:00
Milan , Deportivo La Coruña,group,"San Siro, Milan",1,2,2002-11-13 20:45:00+01:00
Lokomotiv Moscow , Galatasaray,group,"Lokomotiv Stadium, Moscow",0,2,2002-09-18 18:00:00+02:00
Barcelona , Club Brugge,group,"Camp Nou, Barcelona",3,2,2002-09-18 20:45:00+02:00
Club Brugge , Lokomotiv Moscow,group,"Jan Breydel Stadium, Bruges",0,0,2002-09-24 20:45:00+02:00
Galatasaray , Barcelona,group,"Ali Sami Yen Stadium, Istanbul",0,2,2002-09-24 20:45:00+02:00
Lokomotiv Moscow , Barcelona,group,"Lokomotiv Stadium, Moscow",1,3,2002-10-01 18:00:00+02:00
Galatasaray , Club Brugge,group,"Ali Sami Yen Stadium, Istanbul",0,0,2002-10-01 20:45:00+02:00
Club Brugge , Galatasaray,group,"Jan Breydel Stadium, Bruges",3,1,2002-10-23 20:45:00+02:00
Barcelona , Lokomotiv Moscow,group,"Camp Nou, Barcelona",1,0,2002-10-23 20:45:00+02:00
Galatasaray , Lokomotiv Moscow,group,"Ali Sami Yen Stadium, Istanbul",1,2,2002-10-29 20:45:00+01:00
Club Brugge , Barcelona,group,"Jan Breydel Stadium, Bruges",0,1,2002-10-29 20:45:00+01:00
Lokomotiv Moscow , Club Brugge,group,"Lokomotiv Stadium, Moscow",2,0,2002-11-13 19:15:00+01:00
Barcelona , Galatasaray,group,"Camp Nou, Barcelona",3,1,2002-11-13 19:15:00+01:00
Lyon , Anderlecht,group,"Stade de Gerland, Lyon",1,0,2003-09-17 20:45:00+02:00
Bayern Munich , Celtic,group,"Olympic Stadium, Munich",2,1,2003-09-17 20:45:00+02:00
Celtic , Lyon,group,"Celtic Park, Glasgow",2,0,2003-09-30 20:45:00+02:00
Anderlecht , Bayern Munich,group,"Constant Vanden Stock Stadium, Brussels",1,1,2003-09-30 20:45:00+02:00
Anderlecht , Celtic,group,"Constant Vanden Stock Stadium, Brussels",1,0,2003-10-21 20:45:00+02:00
Lyon , Bayern Munich,group,"Stade de Gerland, Lyon",1,1,2003-10-21 20:45:00+02:00
Celtic , Anderlecht,group,"Celtic Park, Glasgow",3,1,2003-11-05 20:45:00+01:00
Bayern Munich , Lyon,group,"Olympic Stadium, Munich",1,2,2003-11-05 20:45:00+01:00
Anderlecht , Lyon,group,"Constant Vanden Stock Stadium, Brussels",1,0,2003-11-25 20:45:00+01:00
Celtic , Bayern Munich,group,"Celtic Park, Glasgow",0,0,2003-11-25 20:45:00+01:00
Lyon , Celtic,group,"Stade de Gerland, Lyon",3,2,2003-12-10 20:45:00+01:00
Bayern Munich , Anderlecht,group,"Olympic Stadium, Munich",1,0,2003-12-10 20:45:00+01:00
Dynamo Kyiv , Lokomotiv Moscow,group,"Olimpiyskiy NSC, Kiev",2,0,2003-09-17 20:45:00+02:00
Arsenal , Internazionale,group,"Highbury, London",0,3,2003-09-17 20:45:00+02:00
Lokomotiv Moscow , Arsenal,group,"Lokomotiv Stadium, Moscow",0,0,2003-10-01 18:30:00+02:00
Internazionale , Dynamo Kyiv,group,"San Siro, Milan",2,1,2003-10-01 20:45:00+02:00
Lokomotiv Moscow , Internazionale,group,"Lokomotiv Stadium, Moscow",3,0,2003-10-21 18:30:00+02:00
Dynamo Kyiv , Arsenal,group,"Olimpiyskiy NSC, Kiev",2,1,2003-10-21 20:45:00+02:00
Internazionale , Lokomotiv Moscow,group,"San Siro, Milan",1,1,2003-11-05 20:45:00+01:00
Arsenal , Dynamo Kyiv,group,"Highbury, London",1,0,2003-11-05 20:45:00+01:00
Lokomotiv Moscow , Dynamo Kyiv,group,"Lokomotiv Stadium, Moscow",3,2,2003-11-25 18:30:00+01:00
Internazionale , Arsenal,group,"San Siro, Milan",1,5,2003-11-25 20:45:00+01:00
Dynamo Kyiv , Internazionale,group,"Olimpiyskiy NSC, Kiev",1,1,2003-12-10 20:45:00+01:00
Arsenal , Lokomotiv Moscow,group,"Highbury, London",2,0,2003-12-10 20:45:00+01:00
AEK Athens , Deportivo La Coruña,group,"Apostolos Nikolaidis Stadium, Athens",1,1,2003-09-17 20:45:00+02:00
PSV Eindhoven , Monaco,group,"Philips Stadion, Eindhoven",1,2,2003-09-17 20:45:00+02:00
Monaco , AEK Athens,group,"Stade Louis II, Monaco",4,0,2003-09-30 20:45:00+02:00
Deportivo La Coruña , PSV Eindhoven,group,"Estadio Riazor, A Coruña",2,0,2003-09-30 20:45:00+02:00
Deportivo La Coruña , Monaco,group,"Estadio Riazor, A Coruña",1,0,2003-10-21 20:45:00+02:00
AEK Athens , PSV Eindhoven,group,"Apostolos Nikolaidis Stadium, Athens",0,1,2003-10-21 20:45:00+02:00
Monaco , Deportivo La Coruña,group,"Stade Louis II, Monaco",8,3,2003-11-05 20:45:00+01:00
PSV Eindhoven , AEK Athens,group,"Philips Stadion, Eindhoven",2,0,2003-11-05 20:45:00+01:00
Deportivo La Coruña , AEK Athens,group,"Estadio Riazor, A Coruña",3,0,2003-11-25 20:45:00+01:00
Monaco , PSV Eindhoven,group,"Stade Louis II, Monaco",1,1,2003-11-25 20:45:00+01:00
AEK Athens , Monaco,group,"Apostolos Nikolaidis Stadium, Athens",0,0,2003-12-10 20:45:00+01:00
PSV Eindhoven , Deportivo La Coruña,group,"Philips Stadion, Eindhoven",3,2,2003-12-10 20:45:00+01:00
Juventus , Galatasaray,group,"Stadio delle Alpi, Turin",2,1,2003-09-17 20:45:00+02:00
Real Sociedad , Olympiacos,group,"Anoeta Stadium, San Sebastián",1,0,2003-09-17 20:45:00+02:00
Olympiacos , Juventus,group,"Georgios Kamaras Stadium, Athens",1,2,2003-09-30 20:45:00+02:00
Galatasaray , Real Sociedad,group,"Atatürk Olympic Stadium, Istanbul",1,2,2003-09-30 20:45:00+02:00
Galatasaray , Olympiacos,group,"Atatürk Olympic Stadium, Istanbul",1,0,2003-10-21 20:45:00+02:00
Juventus , Real Sociedad,group,"Stadio delle Alpi, Turin",4,2,2003-10-21 20:45:00+02:00
Olympiacos , Galatasaray,group,"Georgios Kamaras Stadium, Athens",3,0,2003-11-05 20:45:00+01:00
Real Sociedad , Juventus,group,"Anoeta Stadium, San Sebastián",0,0,2003-11-05 20:45:00+01:00
Olympiacos , Real Sociedad,group,"Georgios Kamaras Stadium, Athens",2,2,2003-11-25 20:45:00+01:00
Galatasaray , Juventus,group,"Westfalenstadion, Dortmund",2,0,2003-12-02 20:45:00+01:00
Juventus , Olympiacos,group,"Stadio delle Alpi, Turin",7,0,2003-12-10 20:45:00+01:00
Real Sociedad , Galatasaray,group,"Anoeta Stadium, San Sebastián",1,1,2003-12-10 20:45:00+01:00
Rangers , Stuttgart,group,"Ibrox Stadium, Glasgow",2,1,2003-09-16 20:45:00+02:00
Manchester United , Panathinaikos,group,"Old Trafford, Manchester",5,0,2003-09-16 20:45:00+02:00
Panathinaikos , Rangers,group,"Apostolos Nikolaidis Stadium, Athens",1,1,2003-10-01 20:45:00+02:00
Stuttgart , Manchester United,group,"Gottlieb-Daimler-Stadion, Stuttgart",2,1,2003-10-01 20:45:00+02:00
Stuttgart , Panathinaikos,group,"Gottlieb-Daimler-Stadion, Stuttgart",2,0,2003-10-22 20:45:00+02:00
Rangers , Manchester United,group,"Ibrox Stadium, Glasgow",0,1,2003-10-22 20:45:00+02:00
Panathinaikos , Stuttgart,group,"Apostolos Nikolaidis Stadium, Athens",1,3,2003-11-04 20:45:00+01:00
Manchester United , Rangers,group,"Old Trafford, Manchester",3,0,2003-11-04 20:45:00+01:00
Stuttgart , Rangers,group,"Gottlieb-Daimler-Stadion, Stuttgart",1,0,2003-11-26 20:45:00+01:00
Panathinaikos , Manchester United,group,"Apostolos Nikolaidis Stadium, Athens",0,1,2003-11-26 20:45:00+01:00
Rangers , Panathinaikos,group,"Ibrox Stadium, Glasgow",1,3,2003-12-09 20:45:00+01:00
Manchester United , Stuttgart,group,"Old Trafford, Manchester",2,0,2003-12-09 20:45:00+01:00
Real Madrid , Marseille,group,"Santiago Bernabéu, Madrid",4,2,2003-09-16 20:45:00+02:00
Partizan , Porto,group,"Partizan Stadium, Belgrade",1,1,2003-09-16 20:45:00+02:00
Porto , Real Madrid,group,"Estádio das Antas, Porto",1,3,2003-10-01 20:45:00+02:00
Marseille , Partizan,group,"Stade Vélodrome, Marseille",3,0,2003-10-01 20:45:00+02:00
Marseille , Porto,group,"Stade Vélodrome, Marseille",2,3,2003-10-22 20:45:00+02:00
Real Madrid , Partizan,group,"Santiago Bernabéu, Madrid",1,0,2003-10-22 20:45:00+02:00
Porto , Marseille,group,"Estádio das Antas, Porto",1,0,2003-11-04 20:45:00+01:00
Partizan , Real Madrid,group,"Partizan Stadium, Belgrade",0,0,2003-11-04 20:45:00+01:00
Marseille , Real Madrid,group,"Stade Vélodrome, Marseille",1,2,2003-11-26 20:45:00+01:00
Porto , Partizan,group,"Estádio das Antas, Porto",2,1,2003-11-26 20:45:00+01:00
Real Madrid , Porto,group,"Santiago Bernabéu, Madrid",1,1,2003-12-09 20:45:00+01:00
Partizan , Marseille,group,"Partizan Stadium, Belgrade",1,1,2003-12-09 20:45:00+01:00
Sparta Prague , Chelsea,group,"Letná Stadium, Prague",0,1,2003-09-16 20:45:00+02:00
Beşiktaş , Lazio,group,"BJK İnönü Stadium, Istanbul",0,2,2003-09-16 20:45:00+02:00
Lazio , Sparta Prague,group,"Stadio Olimpico, Rome",2,2,2003-10-01 20:45:00+02:00
Chelsea , Beşiktaş,group,"Stamford Bridge, London",0,2,2003-10-01 20:45:00+02:00
Chelsea , Lazio,group,"Stamford Bridge, London",2,1,2003-10-22 20:45:00+02:00
Sparta Prague , Beşiktaş,group,"Letná Stadium, Prague",2,1,2003-10-22 20:45:00+02:00
Lazio , Chelsea,group,"Stadio Olimpico, Rome",0,4,2003-11-04 20:45:00+01:00
Beşiktaş , Sparta Prague,group,"BJK İnönü Stadium, Istanbul",1,0,2003-11-04 20:45:00+01:00
Chelsea , Sparta Prague,group,"Stamford Bridge, London",0,0,2003-11-26 20:45:00+01:00
Lazio , Beşiktaş,group,"Stadio Olimpico, Rome",1,1,2003-11-26 20:45:00+01:00
Sparta Prague , Lazio,group,"Letná Stadium, Prague",1,0,2003-12-09 20:45:00+01:00
Beşiktaş , Chelsea,group,"Arena AufSchalke, Gelsenkirchen",0,2,2003-12-09 20:45:00+01:00
Milan , Ajax,group,"San Siro, Milan",1,0,2003-09-16 20:45:00+02:00
Club Brugge , Celta Vigo,group,"Jan Breydel Stadium, Bruges",1,1,2003-09-16 20:45:00+02:00
Celta Vigo , Milan,group,"Balaídos, Vigo",0,0,2003-10-01 20:45:00+02:00
Ajax , Club Brugge,group,"Amsterdam Arena, Amsterdam",2,0,2003-10-01 20:45:00+02:00
Ajax , Celta Vigo,group,"Amsterdam Arena, Amsterdam",1,0,2003-10-22 20:45:00+02:00
Milan , Club Brugge,group,"San Siro, Milan",0,1,2003-10-22 20:45:00+02:00
Celta Vigo , Ajax,group,"Balaídos, Vigo",3,2,2003-11-04 20:45:00+01:00
Club Brugge , Milan,group,"Jan Breydel Stadium, Bruges",0,1,2003-11-04 20:45:00+01:00
Ajax , Milan,group,"Amsterdam Arena, Amsterdam",0,1,2003-11-26 20:45:00+01:00
Celta Vigo , Club Brugge,group,"Balaídos, Vigo",1,1,2003-11-26 20:45:00+01:00
Milan , Celta Vigo,group,"San Siro, Milan",1,2,2003-12-09 20:45:00+01:00
Club Brugge , Ajax,group,"Jan Breydel Stadium, Bruges",2,1,2003-12-09 20:45:00+01:00
Liverpool , Monaco,group,"Anfield, Liverpool",2,0,2004-09-15 20:45:00+02:00
Deportivo La Coruña , Olympiacos,group,"Estadio Riazor, A Coruña",0,0,2004-09-15 20:45:00+02:00
Olympiacos , Liverpool,group,"Karaiskakis Stadium, Piraeus",1,0,2004-09-28 20:45:00+02:00
Monaco , Deportivo La Coruña,group,"Stade Louis II, Monaco",2,0,2004-09-28 20:45:00+02:00
Monaco , Olympiacos,group,"Stade Louis II, Monaco",2,1,2004-10-19 20:45:00+02:00
Liverpool , Deportivo La Coruña,group,"Anfield, Liverpool",0,0,2004-10-19 20:45:00+02:00
Olympiacos , Monaco,group,"Karaiskakis Stadium, Piraeus",1,0,2004-11-03 20:45:00+01:00
Deportivo La Coruña , Liverpool,group,"Estadio Riazor, A Coruña",0,1,2004-11-03 20:45:00+01:00
Olympiacos , Deportivo La Coruña,group,"Karaiskakis Stadium, Piraeus",1,0,2004-11-23 20:45:00+01:00
Monaco , Liverpool,group,"Stade Louis II, Monaco",1,0,2004-11-23 20:45:00+01:00
Liverpool , Olympiacos,group,"Anfield, Liverpool",3,1,2004-12-08 20:45:00+01:00
Deportivo La Coruña , Monaco,group,"Estadio Riazor, A Coruña",0,5,2004-12-08 20:45:00+01:00
Roma , Dynamo Kyiv,group,"Stadio Olimpico, Rome",0Awarded,3Awarded,2004-09-15 20:45:00+02:00
Bayer Leverkusen , Real Madrid,group,"BayArena, Leverkusen",3,0,2004-09-15 20:45:00+02:00
Real Madrid , Roma,group,"Santiago Bernabéu, Madrid",4,2,2004-09-28 20:45:00+02:00
Dynamo Kyiv , Bayer Leverkusen,group,"Olimpiyskiy National Sports Complex, Kyiv",4,2,2004-09-28 20:45:00+02:00
Real Madrid , Dynamo Kyiv,group,"Santiago Bernabéu, Madrid",1,0,2004-10-19 20:45:00+02:00
Bayer Leverkusen , Roma,group,"BayArena, Leverkusen",3,1,2004-10-19 20:45:00+02:00
Dynamo Kyiv , Real Madrid,group,"Olimpiyskiy National Sports Complex, Kyiv",2,2,2004-11-03 20:45:00+01:00
Roma , Bayer Leverkusen,group,"Stadio Olimpico, Rome",1,1,2004-11-03 20:45:00+01:00
Real Madrid , Bayer Leverkusen,group,"Santiago Bernabéu, Madrid",1,1,2004-11-23 20:45:00+01:00
Dynamo Kyiv , Roma,group,"Olimpiyskiy National Sports Complex, Kyiv",2,0,2004-11-23 20:45:00+01:00
Bayer Leverkusen , Dynamo Kyiv,group,"BayArena, Leverkusen",3,0,2004-12-08 20:45:00+01:00
Roma , Real Madrid,group,"Stadio Olimpico, Rome",0,3,2004-12-08 20:45:00+01:00
Maccabi Tel Aviv , Bayern Munich,group,"Ramat Gan Stadium, Ramat Gan",0,1,2004-09-15 20:45:00+02:00
Ajax , Juventus,group,"Amsterdam Arena, Amsterdam",0,1,2004-09-15 20:45:00+02:00
Bayern Munich , Ajax,group,"Olympiastadion, Munich",4,0,2004-09-28 20:45:00+02:00
Juventus , Maccabi Tel Aviv,group,"Stadio delle Alpi, Turin",1,0,2004-09-28 20:45:00+02:00
Juventus , Bayern Munich,group,"Stadio delle Alpi, Turin",1,0,2004-10-19 20:45:00+02:00
Ajax , Maccabi Tel Aviv,group,"Amsterdam Arena, Amsterdam",3,0,2004-10-19 20:45:00+02:00
Maccabi Tel Aviv , Ajax,group,"Ramat Gan Stadium, Ramat Gan",2,1,2004-11-03 20:45:00+01:00
Bayern Munich , Juventus,group,"Olympiastadion, Munich",0,1,2004-11-03 20:45:00+01:00
Bayern Munich , Maccabi Tel Aviv,group,"Olympiastadion, Munich",5,1,2004-11-23 20:45:00+01:00
Juventus , Ajax,group,"Stadio delle Alpi, Turin",1,0,2004-11-23 20:45:00+01:00
Maccabi Tel Aviv , Juventus,group,"Ramat Gan Stadium, Ramat Gan",1,1,2004-12-08 20:45:00+01:00
Ajax , Bayern Munich,group,"Amsterdam Arena, Amsterdam",2,2,2004-12-08 20:45:00+01:00
Fenerbahçe , Sparta Prague,group,"Şükrü Saracoğlu Stadium, Istanbul",1,0,2004-09-15 20:45:00+02:00
Lyon , Manchester United,group,"Stade de Gerland, Lyon",2,2,2004-09-15 20:45:00+02:00
Manchester United , Fenerbahçe,group,"Old Trafford, Manchester",6,2,2004-09-28 20:45:00+02:00
Sparta Prague , Lyon,group,"Letná Stadium, Prague",1,2,2004-09-28 20:45:00+02:00
Sparta Prague , Manchester United,group,"Letná Stadium, Prague",0,0,2004-10-19 20:45:00+02:00
Fenerbahçe , Lyon,group,"Şükrü Saracoğlu Stadium, Istanbul",1,3,2004-10-19 20:45:00+02:00
Manchester United , Sparta Prague,group,"Old Trafford, Manchester",4,1,2004-11-03 20:45:00+01:00
Lyon , Fenerbahçe,group,"Stade de Gerland, Lyon",4,2,2004-11-03 20:45:00+01:00
Sparta Prague , Fenerbahçe,group,"Letná Stadium, Prague",0,1,2004-11-23 20:45:00+01:00
Manchester United , Lyon,group,"Old Trafford, Manchester",2,1,2004-11-23 20:45:00+01:00
Fenerbahçe , Manchester United,group,"Şükrü Saracoğlu Stadium, Istanbul",3,0,2004-12-08 20:45:00+01:00
Lyon , Sparta Prague,group,"Stade de Gerland, Lyon",5,0,2004-12-08 20:45:00+01:00
Panathinaikos , Rosenborg,group,"Apostolos Nikolaidis Stadium, Athens",2,1,2004-09-14 20:45:00+02:00
Arsenal , PSV Eindhoven,group,"Highbury, London",1,0,2004-09-14 20:45:00+02:00
PSV Eindhoven , Panathinaikos,group,"Philips Stadion, Eindhoven",1,0,2004-09-29 20:45:00+02:00
Rosenborg , Arsenal,group,"Lerkendal Stadion, Trondheim",1,1,2004-09-29 20:45:00+02:00
Rosenborg , PSV Eindhoven,group,"Lerkendal Stadion, Trondheim",1,2,2004-10-20 20:45:00+02:00
Panathinaikos , Arsenal,group,"Apostolos Nikolaidis Stadium, Athens",2,2,2004-10-20 20:45:00+02:00
Arsenal , Panathinaikos,group,"Highbury, London",1,1,2004-11-02 20:45:00+01:00
PSV Eindhoven , Rosenborg,group,"Philips Stadion, Eindhoven",1,0,2004-11-02 20:45:00+01:00
Rosenborg , Panathinaikos,group,"Lerkendal Stadion, Trondheim",2,2,2004-11-24 20:45:00+01:00
PSV Eindhoven , Arsenal,group,"Philips Stadion, Eindhoven",1,1,2004-11-24 20:45:00+01:00
Panathinaikos , PSV Eindhoven,group,"Apostolos Nikolaidis Stadium, Athens",4,1,2004-12-07 20:45:00+01:00
Arsenal , Rosenborg,group,"Highbury, London",5,1,2004-12-07 20:45:00+01:00
Shakhtar Donetsk , Milan,group,"RSC Olimpiyskiy, Donetsk",0,1,2004-09-14 20:45:00+02:00
Celtic , Barcelona,group,"Celtic Park, Glasgow",1,3,2004-09-14 20:45:00+02:00
Barcelona , Shakhtar Donetsk,group,"Camp Nou, Barcelona",3,0,2004-09-29 20:45:00+02:00
Milan , Celtic,group,"San Siro, Milan",3,1,2004-09-29 20:45:00+02:00
Milan , Barcelona,group,"San Siro, Milan",1,0,2004-10-20 20:45:00+02:00
Shakhtar Donetsk , Celtic,group,"RSC Olimpiyskiy, Donetsk",3,0,2004-10-20 20:45:00+02:00
